id,headword_id,word,sentence,answer,distractors
34,272,accordingly,The committee reviewed the evidence and decided ___ by rejecting the proposal.,accordingly,"{suddenly,randomly,hesitantly}"
36,277,accountability,Strong leadership includes a commitment to transparency and ___ in decision-making processes.,accountability,"{autonomy,popularity,influence}"
37,278,accountable,Managers are ___ for meeting team performance goals and ensuring workplace safety.,accountable,"{qualified,suitable,eligible}"
38,280,accountant,The company hired a certified ___ to prepare their annual tax returns and audit financial records.,accountant,"{treasurer,bookkeeper,consultant}"
39,282,accounting,She majored in finance and ___ to better understand corporate budgeting and financial reporting.,accounting,"{marketing,management,economics}"
357,3210,back,"After a long hike, my ___ was sore from carrying the heavy backpack.",back,"{legs,arms,chest}"
6,96,about,We were just talking ___ you—how did you know we were here?,about,"{to,with,for}"
4054,35890,silence,"A sudden ___ fell over the crowd when the speaker stepped onto the stage, and not a single whisper could be heard.",silence,"{excitement,murmur,panic}"
41,299,accumulation,"The ___ of snow on the roof became dangerous after the weekend storm, prompting calls to the emergency services.",accumulation,"{distribution,melting,drift}"
42,302,accuracy,"The pilot''s navigation depended on the ___ of the GPS system, especially during poor visibility.",accuracy,"{speed,complexity,reception}"
9933,43738,wire,She used a thin piece of ___ to create the delicate metal frame for the sculpture.,wire,"{string,rope,chain}"
44,304,accurately,The witness was able to describe the suspect ___ after viewing the security footage.,accurately,"{vaguely,dramatically,repeatedly}"
45,308,accusation,He denied the serious ___ of fraud and insisted he would clear his name in court.,accusation,"{charge,rumor,claim}"
47,312,accused,The ___ was brought into the courtroom in handcuffs and asked to enter a plea of guilty or not guilty.,accused,"{witness,lawyer,judge}"
48,345,achieve,"With determination and hard work, she was able to ___ her goal of becoming a published author.",achieve,"{pursue,postpone,imagine}"
49,346,achievement,Winning the national science fair was a significant ___ for such a young and dedicated student.,achievement,"{event,experience,opportunity}"
53,398,acquisition,The ___ of the rival firm gave them access to new markets and advanced technology.,acquisition,"{investment,partnership,closure}"
57,437,action,The community took immediate ___ to address the rising crime rates in the neighborhood.,action,"{interest,notice,concern}"
58,439,activate,You must ___ your account within 30 days of registration to avoid cancellation.,activate,"{verify,register,submit}"
59,440,activation,The ___ of the security system triggers an alarm when motion is detected at night.,activation,"{installation,presence,operation}"
60,442,active,"She leads an ___ lifestyle, jogging every morning and cycling on weekends.",active,"{sedentary,chaotic,luxurious}"
61,445,activist,The human rights ___ organized protests and spoke at rallies to demand policy changes.,activist,"{volunteer,scientist,spectator}"
63,448,actor,The famous ___ received a standing ovation for his performance in the stage play.,actor,"{director,musician,producer}"
64,450,actress,The young ___ earned critical acclaim for her powerful portrayal of a war survivor.,actress,"{model,dancer,writer}"
65,451,actual,The ___ cost of the project turned out to be much higher than the initial estimate.,actual,"{expected,approximate,projected}"
66,456,actually,"I thought the movie was fictional, but it was ___ based on real events.",actually,"{barely,rarely,simply}"
67,471,acute,"The patient was experiencing ___ pain in the lower abdomen, prompting immediate medical attention.",acute,"{chronic,minor,frequent}"
70,494,add,Please ___ a teaspoon of sugar to the mixture to enhance the flavor.,add,"{remove,reduce,subtract}"
71,502,addiction,His ___ to video games began to affect his grades and relationships with family.,addiction,"{interest,hobby,enthusiasm}"
72,504,addition,The birth of their daughter was a joyful ___ to the family last year.,addition,"{departure,loss,challenge}"
73,505,additional,We need ___ information before we can approve your application.,additional,"{basic,general,minimal}"
74,506,additionally,"The restaurant offers excellent service; ___, their prices are very reasonable.",additionally,"{however,instead,otherwise}"
75,510,address,The mayor will ___ the public concern about rising crime during the press conference.,address,"{ignore,dismiss,avoid}"
76,539,adequate,The shelter provides ___ food and clothing for those in need.,adequate,"{luxurious,excessive,premium}"
77,540,adequately,She did not prepare ___ for the exam and struggled to answer most questions.,adequately,"{hastily,barely,randomly}"
78,543,adhere,All employees must ___ to the company's safety protocols at all times.,adhere,"{oppose,challenge,neglect}"
79,559,adjacent,The coffee shop is located in the building ___ to the bookstore.,adjacent,"{'"far from'",beneath,distant}"
9708,41443,undertake,She decided to ___ the challenging research project despite the tight deadline.,undertake,"{cancel,postpone,abandon}"
82,585,administer,The nurse was trained to ___ vaccines safely and efficiently during the public health campaign.,administer,"{prescribe,invent,analyze}"
83,587,administration,The university's ___ announced new policies to improve campus safety and student support services.,administration,"{faculty,curriculum,enrollment}"
84,588,administrative,"She works in an ___ role at the hospital, managing schedules and coordinating department meetings.",administrative,"{clinical,technical,therapeutic}"
85,590,administrator,The school ___ organized the staff meeting and communicated the new district guidelines.,administrator,"{instructor,volunteer,consultant}"
86,597,admire,Many young athletes ___ professional players not only for their skills but also for their discipline and work ethic.,admire,"{envy,imitate,observe}"
88,605,admit,"He was hesitant to ___ that he had made a mistake, but eventually acknowledged the oversight.",admit,"{deny,ignore,justify}"
89,622,adolescent,"The ___ brain undergoes significant development, particularly in areas related to decision-making and emotional regulation.",adolescent,"{infant,senior,adult}"
91,629,adoption,The legal process of ___ can take several months and involves home visits and background checks.,adoption,"{adaptation,donation,invasion}"
93,670,advance,The army began to ___ across the desert after receiving new supplies.,advance,"{retreat,hesitate,surrender}"
94,671,advanced,She enrolled in an ___ language course after completing the beginner and intermediate levels.,advanced,"{basic,casual,introductory}"
95,674,advantage,His fluency in five languages gave him a significant ___ during the international job interview.,advantage,"{challenge,obstacle,limitation}"
96,681,adventure,Their trip to the Amazon rainforest turned into an unforgettable ___ filled with unexpected challenges.,adventure,"{routine,delay,lecture}"
97,693,adverse,"The new medication caused ___ side effects in some patients, including severe nausea and dizziness.",adverse,"{positive,minor,beneficial}"
98,696,advert,The company placed an ___ in the local newspaper to promote its grand opening.,advert,"{article,editorial,headline}"
99,698,advertise,"To attract more customers, the small business decided to ___ its services on social media.",advertise,"{conceal,discuss,cancel}"
100,702,advertising,Digital ___ has become more effective than traditional print media in reaching younger audiences.,advertising,"{publishing,broadcasting,researching}"
103,712,adviser,Students are required to meet with their academic ___ before registering for courses each semester.,adviser,"{instructor,evaluator,supervisor}"
104,717,advocate,"As a passionate ___ of renewable energy, she frequently speaks at conferences about climate change solutions.",advocate,"{spectator,analyst,observer}"
105,775,aesthetic,The minimalist furniture and neutral colors reflected her preference for a modern ___ in home design.,aesthetic,"{structure,layout,material}"
106,790,affair,"The gala was an elegant ___ attended by diplomats, celebrities, and business leaders.",affair,"{discussion,conflict,task}"
107,793,affect,Lack of sleep can significantly ___ your ability to concentrate during the day.,affect,"{improve,measure,determine}"
108,797,affection,The child showed deep ___ for her grandmother by drawing her a picture every day.,affection,"{responsibility,curiosity,skepticism}"
110,823,affordable,"Thanks to government subsidies, the city now offers several ___ housing options for low-income families.",affordable,"{luxurious,spacious,permanent}"
111,843,afraid,She was ___ to walk home alone after hearing about the recent break-ins in the neighborhood.,afraid,"{eager,curious,willing}"
112,849,after,"He always feels sleepy ___ eating a heavy lunch, so he tries to keep his midday meals light.",after,"{before,during,while}"
113,860,aftermath,"In the ___ of the hurricane, rescue teams worked around the clock to deliver supplies to affected areas.",aftermath,"{presence,expectation,forecast}"
115,868,afterwards,They finished their exams early and went out for ice cream ___ as a reward.,afterwards,"{meanwhile,currently,instantly}"
117,872,against,"The protesters stood ___ the new policy, holding signs and demanding change.",against,"{beyond,within,toward}"
80,575,adjust,It took her a few weeks to ___ to the new time zone after her long flight to Asia.,adjust,"{resist,forget,ignore}"
1940,15990,function,The ___ of the veins is to carry blood to the heart.,function,"{structure,composition,shape}"
119,879,aged,"The ___ wine had developed a rich, complex flavor that connoisseurs greatly admired.",aged,"{spoiled,diluted,fermented}"
8281,29714,pin,She used a thumbtack to ___ the notice to the door.,pin,"{glue,tape,staple}"
3283,29714,pin,He stuck up a notice on the board with a ___.,pin,"{needle,sword,spear}"
124,908,aggressive,The company's ___ expansion strategy involved acquiring competitors in multiple international markets.,aggressive,"{cautious,passive,traditional}"
126,949,agree,"After hours of debate, both parties finally began to ___ on the basic terms of the contract.",agree,"{argue,hesitate,refuse}"
127,955,agreement,The two countries signed a formal ___ to cooperate on environmental protection and clean energy.,agreement,"{discussion,dispute,statement}"
128,959,agricultural,"Irrigation systems, crop rotation, and pesticide use are all key components of modern ___ practices.",agricultural,"{industrial,scientific,commercial}"
129,963,agriculture,Modern ___ relies on advanced technology and sustainable practices to increase crop yields and protect the environment.,agriculture,"{architecture,manufacturing,navigation}"
130,981,ahead,"Despite the challenges, she stayed ___ of the competition by constantly improving her skills.",ahead,"{beside,behind,within}"
131,987,aid,The humanitarian group sent medical supplies to ___ the victims of the earthquake.,aid,"{inspect,evaluate,delay}"
132,988,aide,The senator's closest ___ helped prepare her speech for the upcoming debate.,aide,"{colleague,assistant,supporter}"
133,990,aids,Regular handwashing ___ in preventing the spread of many infectious diseases.,aids,"{hinders,causes,ends}"
139,1075,albeit,"She accepted the job offer, ___ with some hesitation about the relocation requirements.",albeit,"{despite,though,while}"
140,1080,album,"The musician released her latest ___ to critical acclaim, featuring songs inspired by nature.",album,"{track,performance,melody}"
143,1107,alert,The system sent an immediate ___ when it detected unauthorized access to the network.,alert,"{message,notification,update}"
144,1134,alien,The science fiction movie featured a friendly ___ who crash-landed on Earth and tried to communicate with humans.,alien,"{traveler,robot,scientist}"
145,1145,align,"To get an accurate reading, you must carefully ___ the sensor with the center of the device.",align,"{position,calibrate,synchronize}"
146,1147,alignment,The mechanic found that the car needed a wheel ___ to prevent uneven tire wear.,alignment,"{repair,upgrade,replacement}"
149,1169,all,"She gave ___ effort during the competition, leaving nothing behind.",all,"{some,little,half}"
150,1172,allegation,"The senator denied the ___ of corruption, calling it a politically motivated attack.",allegation,"{claim,rumor,suspicion}"
151,1173,allege,The report does not confirm the claims but ___ that several officials were involved in the scandal.,alleges,"{proves,declares,reveals}"
152,1175,allegedly,"The celebrity was seen leaving the scene of the incident, ___ injured in the altercation.",allegedly,"{certainly,obviously,reportedly}"
153,1195,alliance,The two countries formed a military ___ to strengthen their defense against common threats.,alliance,"{agreement,partnership,conflict}"
155,1204,allocation,The sudden increase in demand caused an uneven ___ of resources across departments.,allocation,"{assignment,consumption,arrangement}"
156,1225,allow,School rules do not ___ students to use their phones during class.,allow,"{encourage,request,require}"
120,884,agency,The marketing ___ was hired to develop a national campaign for the new product launch.,agency,"{department,committee,foundation}"
157,1227,allowance,He used his weekly ___ to buy comic books and snacks after school.,allowance,"{salary,bonus,wage}"
158,1238,ally,"During the war, smaller nations sought to become an ___ of the powerful coalition.",ally,"{partner,member,associate}"
159,1243,almost,She had ___ finished her thesis when the deadline was extended.,almost,"{hardly,exactly,entirely}"
9599,40206,town,"It was larger than a village but not big enough to be called a city, a bustling ___ with a central market square.",town,"{suburb,metropolis,state}"
161,1249,along,"We walked ___ the beach, listening to the waves and collecting seashells.",along,"{across,through,toward}"
162,1250,alongside,"The bicycle path runs ___ the river, offering scenic views throughout the city.",alongside,"{beneath,inside,opposite}"
163,1266,already,"By the time we arrived, the concert had ___ started, and the hall was packed.",already,"{still,recently,yet}"
164,1268,also,"She is ___ a talented painter, not just an accomplished musician.",also,"{only,merely,never}"
165,1275,alter,The tailor can ___ the dress to fit you perfectly before the wedding.,alter,"{design,create,destroy}"
166,1287,alternative,"If the outdoor ceremony is canceled due to rain, we have an ___ venue indoors.",alternative,"{original,identical,adjacent}"
167,1290,although,"___ it was raining, the festival continued with enthusiastic crowds.",Although,"{Because,Since,Unless}"
168,1296,altogether,"The situation was confusing, stressful, and ___ overwhelming for everyone involved.",altogether,"{slightly,partially,gradually}"
169,1305,aluminium,The lightweight ___ frame made the bicycle easy to carry and highly efficient for racing.,aluminium,"{plastic,wooden,concrete}"
170,1316,always,She ___ double-checks her work to ensure there are no mistakes before submitting.,always,"{rarely,occasionally,sometimes}"
171,1325,amateur,"Although he''s an ___ photographer, his skills are comparable to those of professionals.",amateur,"{expert,seasoned,veteran}"
172,1331,amazed,We were ___ by the child's ability to solve complex puzzles at such a young age.,amazed,"{bored,annoyed,confused}"
173,1333,amazing,The view from the mountaintop was ___ — a vast landscape covered in morning mist and golden sunlight.,amazing,"{ordinary,dull,familiar}"
174,1338,ambassador,The country's new ___ to the United Nations delivered her first speech with great confidence and diplomacy.,ambassador,"{tourist,journalist,student}"
175,1351,ambition,His greatest ___ is to become a chief scientist leading research on renewable energy.,ambition,"{fear,habit,memory}"
176,1352,ambitious,The startup launched an ___ plan to expand into ten new markets within a single year.,ambitious,"{modest,simple,realistic}"
177,1361,ambulance,"An ___ arrived minutes after the call, sirens blaring, to transport the injured cyclist to hospital.",ambulance,"{taxi,bus,firetruck}"
178,1377,amend,Lawmakers voted to ___ the legislation to include stronger environmental protections.,amend,"{ignore,cancel,enforce}"
179,1379,amendment,The constitution was updated following the ratification of the latest ___ to ensure greater civil rights protections.,amendment,"{regulation,clause,directive}"
180,1403,amid,"___ the chaos of the evacuation, she managed to keep her family calm and focused.",amid,"{beside,outside,beyond}"
7804,24374,mess,I wish you'd do something about your bedroom - it's a real ___.,mess,"{statement,improvement,masterpiece}"
8404,30848,present,"At the upcoming conference, she will ___ her latest findings on cellular regeneration.",present,"{summarize,critique,publish}"
183,1494,amusing,The children found the clown's antics incredibly ___ and laughed throughout the entire performance.,amusing,"{frightening,confusing,exhausting}"
184,1540,analogy,The teacher explained the concept using the ___ of a battery being like a water pump in a circuit.,analogy,"{example,experiment,illustration}"
185,1541,analyse,Scientists will ___ the blood samples to determine the presence of specific antibodies.,analyse,"{observe,preserve,store}"
186,1544,analysis,"The lab''s ___ of the soil revealed high levels of heavy metals, indicating past industrial contamination.",analysis,"{description,collection,photograph}"
187,1545,analyst,The financial ___ predicted a market downturn based on recent investment trends.,analyst,"{manager,advisor,clerk}"
188,1582,ancestor,Genealogical research showed that her ___ had immigrated from Ireland during the 19th century.,ancestor,"{descendant,neighbor,contemporary}"
189,1586,anchor,The ship's captain dropped the ___ to keep the vessel steady in the stormy harbor.,anchor,"{rudder,sail,propeller}"
190,1593,ancient,Scholars spent years deciphering inscriptions on the ___ temple ruins in Egypt.,ancient,"{modern,recent,current}"
191,1580,and,She brought her laptop ___ notebook to the meeting in case she needed to take extra notes.,and,"{but,or,so}"
192,1643,angel,"In the holiday play, little Emma dressed as an ___ with a glowing halo and white wings.",angel,"{wizard,pirate,clown}"
193,1647,anger,His face turned red with ___ when he discovered the team had lost by default.,anger,"{excitement,curiosity,relief}"
194,1665,angle,The photographer adjusted the camera at a low ___ to capture the dramatic shadow effect.,angle,"{height,brightness,distance}"
195,1672,angrily,She slammed the door ___ after the heated argument with her brother.,angrily,"{quietly,happily,carefully}"
196,1673,angry,The coach looked ___ when the players showed up late for practice again.,angry,"{proud,amused,relaxed}"
198,1711,ankle,She twisted her ___ while hiking on the uneven trail and needed help walking back.,ankle,"{elbow,wrist,shoulder}"
636,5898,carriage,"The royal ___ arrived at the cathedral, drawn by two white horses and decorated with flowers.",carriage,"{car,vehicle,automobile}"
202,1737,annoy,"Loud chewing tends to ___ many people, especially in quiet environments like libraries.",annoy,"{amuse,surprise,inspire}"
203,1739,annoyed,He became ___ when his coworker repeatedly interrupted him during the meeting.,annoyed,"{relieved,grateful,amused}"
204,1740,annoying,The constant buzzing of the fly was so ___ that she couldn’t concentrate on her work.,annoying,"{entertaining,soothing,fascinating}"
205,1742,annual,The company holds an ___ team retreat in the mountains every summer to build camaraderie.,annual,"{occasional,sporadic,random}"
206,1745,annually,All employees are required to complete safety training ___ to remain compliant with regulations.,annually,"{monthly,occasionally,rarely}"
207,1766,anonymous,The donation was made by an ___ supporter who did not want their name revealed.,anonymous,"{identified,public,acknowledged}"
208,1773,another,She finished her coffee and decided to order ___ cup before leaving the café.,another,"{other,others,some}"
210,1875,anticipate,The company expects increased demand and plans to expand production to ___ the growing market needs.,anticipate,"{ignore,delay,postpone}"
211,2014,anxiety,His ___ before the performance was obvious—he kept pacing and checking his notes repeatedly.,anxiety,"{excitement,confidence,enthusiasm}"
212,2015,anxious,The child grew ___ when he realized his parents were not waiting where they had promised.,anxious,"{calm,relaxed,content}"
213,2017,any,There isn't ___ milk left in the fridge—we need to go shopping soon.,any,"{some,much,many}"
214,2018,anybody,Is there ___ in the office who can help me fix this printer right now?,anybody,"{somebody,everyone,nobody}"
215,2019,anyhow,"I didn''t enjoy the movie, but I paid for the ticket, so I watched it ___.",anyhow,"{instead,therefore,meanwhile}"
217,2023,anything,She was so upset that she refused to eat ___ for dinner.,anything,"{something,everything,nothing}"
218,2025,anyway,"I didn''t think the meeting would be useful, but I went ___ because my boss insisted.",anyway,"{somewhat,therefore,instead}"
220,2034,apart,"The two friends grew ___ over the years, eventually losing contact completely.",apart,"{together,closer,stronger}"
221,2036,apartment,She signed a one-year lease on a small ___ downtown that included utilities.,apartment,"{houseboat,mansion,cottage}"
222,2082,apologize,He realized his mistake and felt he should ___ to his colleague for the misunderstanding.,apologize,"{respond,explain,complain}"
223,2084,apology,She accepted his ___ but could tell he wasn't genuinely sorry.,apology,"{excuse,compliment,response}"
224,2104,app,I downloaded a new ___ that helps me track my daily water intake and reminds me to stay hydrated.,app,"{website,program,device}"
225,2111,apparatus,The firemen used a complex rescue ___ to free the driver trapped in the vehicle.,apparatus,"{method,strategy,solution}"
226,2113,apparent,Her confusion was ___ from the expression on her face when she read the instructions.,apparent,"{subtle,hidden,unclear}"
227,2114,apparently,"___, the train was delayed due to a signal failure, according to the station announcement.",apparently,"{eventually,immediately,certainly}"
228,2116,appeal,"The defense lawyer filed a motion to ___ the court''s decision, arguing that new evidence had emerged.",appeal,"{accept,endorse,dismiss}"
229,2117,appealing,The idea of working remotely from a beach town remains highly ___ to many professionals today.,appealing,"{challenging,frightening,confusing}"
231,2119,appearance,"The actor made a brief ___ at the awards ceremony, waving to the audience before leaving early.",appearance,"{statement,performance,speech}"
233,2144,applaud,The audience rose to their feet to ___ the performer after the breathtaking final act.,applaud,"{criticize,watch,photograph}"
234,2147,apple,"For a healthy snack, he chose a crisp ___ from the fruit bowl on the kitchen counter.",apple,"{carrot,yogurt,biscuit}"
235,2152,applicable,"Before signing, please confirm whether the warranty terms are ___ to international purchases.",applicable,"{available,flexible,suitable}"
236,2154,applicant,The hiring manager reviewed each ___ resume before scheduling the interviews.,applicant,"{employee,intern,volunteer}"
237,2155,application,She submitted her job ___ online and received a confirmation email the same day.,application,"{suggestion,introduction,recommendation}"
238,2160,apply,"Before the deadline, all candidates must ___ for the scholarship by submitting their academic records.",apply,"{compete,qualify,petition}"
239,2161,appoint,The board will ___ a new director next week after reviewing the final list of candidates.,appoint,"{elect,promote,suggest}"
242,2179,appreciation,The teacher’s kind words showed her ___ for the students’ hard work during the science fair.,appreciation,"{attention,interest,sympathy}"
244,2199,appropriate,Wearing formal attire was the most ___ choice for the job interview at the law firm.,appropriate,"{comfortable,casual,fashionable}"
245,2200,appropriately,"Despite the pressure, she responded to the difficult question ___ and with great composure.",appropriately,"{honestly,quickly,calmly}"
247,2205,approve,The manager will ___ the travel expenses once she reviews the submitted receipts.,approve,"{examine,reject,postpone}"
248,2210,approximate,The scientist's calculations provided an ___ value for the distance between the two stars.,approximate,"{exact,complex,precise}"
250,2221,april,Many people in the northern hemisphere begin preparing their gardens in ___ as the weather warms.,april,"{january,october,december}"
251,2269,arbitrary,The teacher's grading seemed ___ because there was no clear rubric to explain the scores.,arbitrary,"{rational,consistent,structured}"
252,2316,architect,Frank Lloyd Wright was a famous ___ known for designing innovative and organic buildings.,architect,"{engineer,contractor,artist}"
253,2317,architectural,"The city is known for its ___ style, blending Gothic towers with modern glass facades.",architectural,"{musical,political,literary}"
254,2319,architecture,The ___ of the ancient temple revealed advanced knowledge of engineering and astronomy.,architecture,"{landscape,population,economy}"
255,2321,archive,Researchers visited the national ___ to access historical documents from the 18th century.,archive,"{library,museum,university}"
256,2341,area,"The downtown ___ has seen a rise in new cafes, shops, and residential buildings.",area,"{nation,continent,village}"
257,2345,arena,The debate over climate policy has become a political ___ where leaders from different parties clash.,arena,"{issue,solution,meeting}"
258,2360,arguably,"Shakespeare is ___ the most influential writer in the English language, though some debate this claim.",arguably,"{definitely,clearly,undoubtedly}"
259,2361,argue,"They tend to ___ about minor issues, even though they agree on most things.",argue,"{discuss,whisper,laugh}"
260,2363,argument,"Their heated ___ lasted late into the night, with neither side willing to concede a point.",argument,"{conversation,agreement,joke}"
261,2372,arise,"New challenges may ___ during the project, requiring quick adaptation and teamwork.",arise,"{disappear,settle,end}"
262,2388,arm,She needed to ___ the security system before leaving the house each morning.,arm,"{disable,repair,ignore}"
263,2397,armed,"The suspect was ___ and dangerous, prompting police to call in a tactical unit.",armed,"{unhurt,calm,visible}"
264,2412,arms,The country has imposed sanctions to prevent the sale of weapons and ___ to the rebel group.,arms,"{supplies,tools,clothes}"
265,2414,army,The small nation built a strong ___ to defend its borders against potential invasion.,army,"{police,community,workforce}"
266,2420,around,Children gathered ___ the campfire to sing songs and tell ghost stories.,around,"{beside,under,away}"
267,2426,arrange,She will ___ the flowers for the wedding ceremony this afternoon.,arrange,"{water,plant,grow}"
269,2431,array,The museum displayed an impressive ___ of ancient coins from different civilizations.,array,"{collection,sequence,variety}"
270,2435,arrest,The police made the decision to ___ the suspect following the discovery of new evidence.,arrest,"{interview,release,warn}"
271,2444,arrival,Passengers waited anxiously for the ___ of the delayed flight at the airport gate.,arrival,"{departure,boarding,cancellation}"
273,2452,arrow,The hiker followed the painted ___ on the trail marker to stay on the correct path.,arrow,"{symbol,number,letter}"
276,2497,articulate,"He was able to ___ his concerns clearly during the meeting, earning respect from his colleagues.",articulate,"{express,mention,hint}"
277,2505,artificial,The garden was filled with ___ flowers that looked real but never wilted.,artificial,"{natural,fragile,fresh}"
240,2165,appointment,She checked her calendar and realized she had a dentist ___ scheduled for Thursday afternoon.,appointment,"{meeting,deadline,reminder}"
278,2511,artist,The local gallery featured a painting by a renowned ___ known for her vibrant use of color and emotion.,artist,"{performer,composer,artisan}"
279,2513,artistic,"His ___ talents were evident from an early age, as he filled sketchbooks with intricate drawings and imaginative designs.",artistic,"{technical,athletic,logical}"
280,2521,artwork,The museum curator carefully restored the ancient ___ before displaying it in the main exhibition hall.,artwork,"{artifact,instrument,document}"
281,2562,ash,"After the forest fire, a fine layer of ___ covered the ground, drifting gently with the wind.",ash,"{soil,dust,mud}"
282,2563,ashamed,She felt ___ of her behavior at the party and apologized to everyone she had upset.,ashamed,"{proud,confused,relieved}"
283,2576,aside,He pulled the curtain ___ to reveal the final piece of the exhibition painted in secret over two years.,aside,"{forward,closed,together}"
285,2585,asleep,"By the time the movie ended, the children were already ___, curled up on the couch with blankets.",asleep,"{awake,restless,talking}"
287,2605,aspiration,Her lifelong ___ to become a neurosurgeon drove her to excel in science and volunteer at hospitals.,aspiration,"{obligation,routine,memory}"
288,2608,aspire,"From a young age, she did not just hope for success—she strongly ___ to become a pioneering scientist.",aspired,"{hesitated,settled,retreated}"
289,2617,assassination,The historian's latest book analyzes the political consequences of the ___ of President Lincoln.,assassination,"{resignation,inauguration,negotiation}"
290,2618,assault,The activist was charged with ___ after pushing a security guard during the protest.,assault,"{harassment,trespassing,theft}"
291,2622,assemble,Volunteers worked together to ___ care packages for families affected by the storm.,assemble,"{distribute,purchase,design}"
292,2626,assembly,All students gathered in the gym for the weekly school ___ to hear announcements and awards.,assembly,"{committee,ceremony,tournament}"
293,2632,assert,"During the debate, she chose to calmly but firmly ___ her position on climate policy.",assert,"{withdraw,concede,hesitate}"
294,2633,assertion,His bold ___ that the experiment would succeed was met with skepticism by the research team.,assertion,"{suggestion,rumor,conclusion}"
295,2636,assess,"Before approving the loan, the bank will ___ the applicant''s credit history and income level.",assess,"{ignore,predict,guarantee}"
296,2638,assessment,The teacher provided a detailed ___ of each student's progress at the end of the term.,assessment,"{prediction,schedule,announcement}"
297,2640,asset,Her fluency in five languages is a major professional ___ in today's global market.,asset,"{liability,challenge,obstacle}"
298,2647,assign,The teacher will ___ a different topic to each student for their research projects next week.,assign,"{suggest,recommend,volunteer}"
299,2651,assignment,He missed the deadline for his final ___ and lost valuable marks.,assignment,"{opportunity,exam,discussion}"
300,2657,assist,She will ___ the manager during the training session for new employees.,assist,"{replace,observe,interview}"
302,2659,assistant,The store manager hired an ___ to help organize inventory and serve customers.,assistant,"{applicant,consultant,volunteer}"
303,2664,associate,Many consumers ___ high quality with premium brand names.,associate,"{compare,measure,distinguish}"
304,2665,associated,The health risks ___ with smoking are well documented in medical research.,associated,"{reduced,combined,delayed}"
305,2666,association,She became a member of the local business ___ to expand her professional network.,association,"{conference,enterprise,foundation}"
306,2677,assume,It's unwise to ___ that everyone agrees just because no one is speaking up.,assume,"{confirm,decide,suggest}"
307,2680,assumption,His entire argument was based on the ___ that economic growth always improves living standards.,assumption,"{prediction,observation,calculation}"
308,2682,assurance,The manager gave me his ___ that the project would be completed on time.,assurance,"{suggestion,hesitation,estimate}"
309,2683,assure,I need to ___ my parents that I'm safe after the storm damaged the area.,assure,"{inform,remind,convince}"
